tweet_id,customer_text,reply_text,auto_intent,your_intent,expected_action
878786,amazon has been cheating its customers. My money blocked for 60 days.,"I'm sorry to see you upset, elaborate your concern &amp; we'll help you accordingly. ^MJ",account_issue,account_issue,auto_handle
675237,I may need some more time to ask to close my account. May be 2 or 3 months.,"I understand how worrisome such a situation can be. However we'd like to have this checked, may I know if you've dropped in your details through the link provided earlier? ^EM",account_issue,account_issue,auto_handle
111755,"Basta. pago subscripción Prime y nunca he recibido mis pedidos al día siguiente, ni siquiera a los dos días. Una vez vale, pero ya está bien, ¿no? Atentamente, un cliente descontento. #Amazon","Hola, lamento cualquier molestia ocasionada. ¿Actualmente tienes algún pedido pendiente de entrega? ^KS",account_issue,account_issue,auto_handle
2408759,Tra le serie che offre Amazon Video quale mi consigliate? Non so quale iniziare. Ce ne sono davvero tante. #Amazonvideo #Amazon #Amazonprime,"Potresti iniziare dalle serie più popolari, come ad esempio American Gods oppure Mozart in the Jungle. Quale genere ti piace? ^GA",account_issue,account_issue,auto_handle
422320,#AppTreasureHunt Fake 👎👎👎 You Should Also Mention it Only for Prime Users 👎👎👎,"All the promotions displayed on our website are 100% genuine. However, I'll be sure to pass on your feedback. ^AK",account_issue,account_issue,auto_handle
1278942,"Thanks, Prime Video is the best. ❤","Thank you for your feedback! Your comments are greatly appreciated, and I thank you for choosing Amazon.in. ^RD",account_issue,account_issue,auto_handle
1135110,my amazon prime video has stopped playing anything in HD on Wi-fi on my iPhone 7+. What do I do?,"Hi, have you been able to run through these trouble-shooting steps: ^TS",account_issue,account_issue,auto_handle
2341570,"Mittwoch 2 Artikel über prime bestellt, sollten Donnerstag ankommen. Beide immer noch nicht versendet?",Sollten sie letzten Donnerstag schon ankommen? Dann bitte hier prüfen lassen: Liebe Grüße ^TA,account_issue,account_issue,auto_handle
2974992,"I'm getting these notes too often for comfort. This kinda a defeats the purpose of having ""Prime."" #willnotrenew",This is not what we like to hear. Are you receiving emails regarding a delay? ^BA,account_issue,account_issue,auto_handle
1770484,"Hey , you may want to get the basics of retail down before the whole drone thing. Bicycle inner tube I waited 2 weeks for came in the wrong size. Signing up for Prime didn't seem to do the trick either. I think my local mom&amp;pop bike shop will be getting some business...",I'm sorry to hear we've let you down like this! Was this item shipped by us or a third-party seller on our site? ^ML,account_issue,account_issue,auto_handle
2290919,"#AmazonPrime, 2 #commandes dans la #semaine &amp; 2 #retards de #livraison ! #Inadmissible &amp; #inexcusable ! #Nul, #zéro #total, #àfuir ! #Boycott ! #internet #achats #clients #service #transporteur #Amazon #foutagedegueule","Bonjour, désolée d'apprendre cela :/ que dit le suivi de votre commande s'il vous plaît ? ^SN",account_issue,account_issue,auto_handle
2736220,"I got this message: Seller Account Closed We noticed that it's been a while since you’ve had any transactions on your Amazon seller account associated with this email address. Because of the inactivity, we have closed this seller account.",You're welcome to create a new account using a different e-mail address as the other account can't be reopened. I apologize for any inconvenience this has caused! ^CS,account_issue,account_issue,auto_handle
2107287,"Though I have amazon India account, for next few months, i'll be in South Korea. Will be great if there is a way amazon india can deliver it to here ;) Thank you for the help 😀",I'm afraid that we will not be able to ship the products out of India. Request you to wait till the product is available on Global store. ^PR,account_issue,account_issue,auto_handle
2763574,Its more than 5:00 PM. When will #OnePlus5T available for non-prime members?,We haven't mad any announcement yet. Please stay tuned to our website for any further updates. KH,account_issue,account_issue,auto_handle
1125177,Okay so have the absolute right to block your account for no reason but when you want to close the account they ask you to LOGIN to your account... HOW ? HOW AMAZON ? I can not login !,"Hello, sorry for that. You can contact our CS via this link without authentification : ^SM",account_issue,account_issue,auto_handle
2435041,"dlvry drvrs should ring bell. Pkgs left outside I'm disable hope they aren't stolen, need to wait for someone to get them","Hello, Toni! I'm sorry this happened! Has this happened more than once and with a recent order? Do you know who the carrier was for the order? You can check that here:",delivery_problem,delivery_problem,escalate
1916259,I did yes. I've been advised to wait until tomorrow to see if the missing items turn up,Ok. Let us know if there's anything further we can assist you with:-) ^QJ,delivery_problem,delivery_problem,auto_handle
338127,Still was not delivered today. This was the latest my updates said it would be.,"We don't have acct access via Twitter, so reach us via phone/chat and we'll explore options together: ^KN",delivery_problem,delivery_problem,auto_handle
500860,I have been in contact with one of your team and they have been as unhelpful as everyone else I have spoken to. I need someone to not copy and paste a standard response and give me back my stolen money. Your customer service is terrible. Stop messing me around. Thieves.,Can I ask for you to explain the issue without giving account information so we can assist you further. Thank you ^GA,delivery_problem,delivery_problem,escalate
1021015,I lost my kindle while traveling in Sri Lanka. Can I remotely deactivate it? Can I get a new one here? I want to read 🙂,I'm sorry your Kindle was lost! We'd like to look into available options with you here: ^VS,delivery_problem,delivery_problem,auto_handle
2845537,My amount lost and now time wasting also,We would like to help you. Please share your details with us here: We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^CB,delivery_problem,delivery_problem,auto_handle
1727610,"Ok! Thank for considering my comment, but what about my lightening deal, Which I have lost ?? Are You offering me same lightening deal ??",the lowest price may result in fluctuations in our prices over time. We'd appreciate your understanding. 2/2 ^MA,delivery_problem,delivery_problem,auto_handle
685607,"It was royal mail. Says delivered about 10.30 but no one knocked nor was it left in my ""safe place""",Got it! I'm sorry your parcel isn't in your safe place! Here are some helpful tips to help locate a missing parcel: I hope this helps! ^TK,delivery_problem,delivery_problem,auto_handle
1656200,"I lost my mobile phone bill, can u help me.",Please follow the steps here: to print an invoice for your order. ^PS,delivery_problem,delivery_problem,auto_handle
2889240,"Dear app developers, if you make my phone ping and my watch vibrate and it turns out to be an ad, guess what: You just lost notification privileges. Yes, even you, .","Wir wollen dich doch nur darauf hinweisen, dass du eine ganz tolle Reise gewinnen kannst. Mehr dazu hier: :) ^AM",delivery_problem,delivery_problem,auto_handle
1753373,"I did via chat. They sent it again, where it got lost again...",Oh no! Please reach back out so we can take feedback and look at options together: Keep us posted! ^KN,delivery_problem,delivery_problem,auto_handle
872136,the last few purchases I made were lost in shipping or took more than 5 days to get here. I pay for 2 day shipping and expect that,I'm sorry there have been so many order issues. Is there a current order that we can help you out with? ^VS,delivery_problem,delivery_problem,auto_handle
2110317,"The link you sent was way too generic. How can I complain that your driver has dumped a load of parcels without even bothering to check if anyone was home? If they are all stolen I wouldn't be at all surprised. Who can we talk to about this? It's lazy, shoddy and unnecessary.",I'd like to have a member of our team look into this with you as soon as possible. Here's a link to contact us by phone for direct assistance: ^SE,delivery_problem,delivery_problem,escalate
982021,"Yes, and missing from last 4 days....",Apologies for the delay. Please share your details here: and let us know. We'll sort this for you. ^VN,delivery_problem,delivery_problem,auto_handle
2575203,"Now I may be missing something, but I know for sure that 15% of $699 is not $15.","Thanks for getting in touch with us, Parker. We'd like to look into this with you- when you have a moment, give us a call or chat in with us here: ^BL",delivery_problem,delivery_problem,auto_handle
483081,my 2 parcels were delivered monday and received one 2 days ago. 1 missing or delayed??? both from amazon,"Sorry you haven't received one of your parcels, Michael! What is the latest order status showing for the parcel here: ? ^TH",delivery_problem,delivery_problem,auto_handle
1327003,Yeah... these were not delivered with everything else. customer services have been useless,"I'm sorry for the poor experience, John! Were you provided with any other insight or options? ^WJ",delivery_problem,delivery_problem,auto_handle
1357650,"100 hrs and still not delivered. PATHETIC, SHIT service by",We apologize for the stretch. We will ensure to close your issue at the earliest. ^CB,delivery_problem,delivery_problem,auto_handle
834407,"Hi team, i have received the missing Product today evening Thanks for the quick response",You're most welcome. Thanks for keeping us posted. -Bikram,delivery_problem,delivery_problem,auto_handle
902191,please tell me how a) my apartment (i was home in) is a business and b) what holiday it is that i’m missing,Oh my! Thanks for reaching out! Who was the carrier for this order: Please let us know! ^KJ,delivery_problem,delivery_problem,auto_handle
1072545,nice to know just how you honor your commitments. You lost a long time customer who spent a fortune on your site.,"I'm sorry for the poor experience. Without providing any sensitive info, could you tell us more about the situation? ^ZW",delivery_problem,delivery_problem,auto_handle
2151876,Hey where the hell is the parcel you were supposed to deliver to this morning? This one gone missing again has it?,"Hey Alan, what is the current status of the order?",delivery_problem,delivery_problem,auto_handle
2744161,I clicked on that and there nothing about item that says delivered when it hasn't,"Please select ""Where's My Stuff"" in field number 2, then scroll down to select how you wish to contact us. ^JZ",delivery_problem,delivery_problem,auto_handle
2558495,My giftcrd got redeemed STOLEN by one of YOUR customers,"When you spoke with us last, what was advised by the agent or the supervisor? Were options provided to you? ^FR",delivery_problem,delivery_problem,escalate
2946940,"Amazon sent my copy...then it was lost. Fucked up, huh?","Sorry to hear that, Debra. Can I ask if you've been advised of your refund or replacement options?^TI",delivery_problem,delivery_problem,auto_handle
2779218,hi i bought a Kindle and I would like to read a book in Armenian how do I get the idiom??,Hello! You can find information on changing the language here: ^CN,general_inquiry,general_inquiry,auto_handle
1285140,Hi do you accept Bitcoin?,"Hi. No, we do not accept Bitcoin as a payment method. ^RL",general_inquiry,general_inquiry,auto_handle
136839,No use there. The agent phone number is again the same. Neither can I connect to him nor will he ever call me. This piece of shopping will go down as the worst experience. Ever!,"That's very strange! Please provide your details here: and we'll look into this right away. Also, please don't provide the contact details, we consider it to be personal info. Our page is visible to the public. ^SF",general_inquiry,general_inquiry,escalate
422944,j'ai une question j'ai précommander 2 jeux mais 1 jeux sur 2 pourra être payer car je peux payer que 80 Euro une solution ?,"Bonjour, chaque commande n'est prélevée qu'au moment de l'expédition. Pouvez-vous m'expliquer davantag votre problème? ^ARC",general_inquiry,general_inquiry,auto_handle
2453600,I want to pair my Dot with the firestick how can I do that via the app ?,"I'm sorry, this functionality isn't available in the UK yet. Keep an eye on our site for when new features become available! ^AN",general_inquiry,general_inquiry,auto_handle
2682657,What is this I want my product today by end of the day and you are giving me 12 more hours where I am waiting from last one week???,"As you have shared your details, we'll work on the issue and get in touch with you at the earliest. ^RI",general_inquiry,general_inquiry,auto_handle
1308067,what is the status of my complaint?,Could you confirm receiving an email correspondence from our team here: ? ^KA,general_inquiry,general_inquiry,auto_handle
989583,"Hi 👋 Do you know if the Amazon Drive app would sync photos, calendar, contacts between Apple devices and an Amazon Fire 7 (2017) tablet? Thanks 😀","You can upload photos, personal videos, and documents to your Amazon Drive account with our Amazon Drive applications for Mac and IOS mobile devices. Learn more here:",general_inquiry,general_inquiry,auto_handle
1694524,"Alexa, help me exaggerate the size of that fish I caught… or bought - Ideal Christmas present for Irish anglers… #fishirl",Glad to hear you're hooked on Alexa! She really knows how to reel people in! ^TH,general_inquiry,general_inquiry,auto_handle
990695,how can I enjoy firetv when net is down Can you Plz add feature to work some apps like VLC when net is down.,We do have apps which work offline. Please contact us here: so that we can assist you accordingly. ^JS,general_inquiry,general_inquiry,auto_handle
1124940,"hey aldi, do you know whether these are compatible with thanks 😀","The one that you provided in the link isn't compatible, but this one is, WiFi Plug, SZMDLX Smart Plug Works with Amazon Alexa Google Home WiFi Socket Wireless Outlet Remote Control Timer Switch No Hub Required by SZMDLX Link: ^SY",general_inquiry,general_inquiry,auto_handle
2897658,can I have an email to contact you please. helpline not listening to anything I'm saying,I'm sorry for the troubles! What information or options were we able to provide? ^TK,general_inquiry,general_inquiry,auto_handle
147306,hi i have a question about the PS4 pro bundles when i added the item to my cart it was 299.99 and i went to checkout and it shows it as 338.99 did the price of the bundles change?,"Hello, would you happen to have the link to the bundle you are looking into. We have a few different bundles on our site currently. ^CR",general_inquiry,general_inquiry,auto_handle
711613,I have read the terms and conditions but my question is not answered over there.,We understand your concern about publishing. Please reach us from here: We'll assist you. ^SV,general_inquiry,general_inquiry,auto_handle
66194,"Oh my word, can you not treat people as humans?!?! I’ve had the 6th identical automated email following a telephone conversation and still no-one has answered a single question?! It beggars belief? Just don’t know where to turn now. Utterly disgusted now 😡",I am truly sorry for the back and forth. The link that was previously provided is the best method to get this resolved. A specialist from our team will reach out to you personally so we can go over this in real time. ^JZ,general_inquiry,general_inquiry,auto_handle
2657355,They don't provide us denial letter then what can I do,"In a worst case, they'll help you with a service denial letter. Please understand that a service denial letter will help us in reaching out to the manufacturer to help you out with the issue. (2/2)^SU",general_inquiry,general_inquiry,auto_handle
1265736,help….installed new app and it’s showing page numbers now. How do I revert it back to showing locations instead?,We'd like to look into this with you! Please get in touch with us by phone or chat: ^KJ,general_inquiry,general_inquiry,auto_handle
917593,Do you have a contact number please,"Hi, maybe we can help if you'd like to give us some details about your issue? Please avoid posting personal order info. ^TS",general_inquiry,general_inquiry,auto_handle
599042,Do you have ’s #lemonade ??? Please confirm before I sign up!,"Currently, that album isn't available with Music Unlimited. ^CO",general_inquiry,general_inquiry,auto_handle
1125132,"I'm loving my ! ❤️ But how do I train Alexa or create voice profile? There seems to be an error in the Settings &gt; Your Voice. I can't click ""begin"".","Hi, glad to hear you are enjoying your Echo. It is certainly worth checking the following link for some tips on setting up the voice profile : ^BZ",general_inquiry,general_inquiry,auto_handle
2325545,How do you the free pack,Thanks for asking! You can claim the free pack and find redemption instructions here: ^JN,general_inquiry,general_inquiry,auto_handle
1099828,So now will you help me or just provide some philosophy?,Could you confirm if we missed on the estimated delivery date ? ^HT,general_inquiry,general_inquiry,auto_handle
2301638,a bunch of hue lights appeared when I did a device discovery. I don't own any hue lights. How do I get rid of them? Thx,Please give us a call here: so we can take a look at this with you! ^TR,general_inquiry,general_inquiry,auto_handle
2317648,Chat Script with Amaon on 30th October. Assurance was provided that this issue is at top escalation level and our team will get back to you shortly. Don't know what is happening to amazon while providing support. Are you only for sale in system. What about such issues??,"Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF",general_inquiry,general_inquiry,escalate
25857,What is this ? Two days in a row it has gone to wrong courier facility ? No follow ups from amazon !!,"Sorry about that. I’d like to help you, please fill this form: and I’ll contact you soon. ^SY",general_inquiry,general_inquiry,auto_handle
558432,i bought a phone case from amazon on monday and it still hasn’t shipped pls i need my phone case,"Have we missed the agreed upon date provided during checkout, Krystle? If so, have we updated your delivery date? Keep us updated. We're here for you! ^SK",order_status,order_status,auto_handle
2149540,"prime order has officially been messed up twice, and I️ have been lied to about a “guaranteed” arrival date both by phone and app.",I'm sorry for the bad experience. Without providing any personal information could you tell us more on what's going on? ^AY,order_status,order_status,auto_handle
473243,#OnePlus5TAppQuiz where is a OnePlus5t winner list,"I'm sorry for the delay in publishing the results. We're working on it, kindly stay tuned. ^AP",order_status,order_status,auto_handle
649622,hello I’ve had an email to say you’ve ‘attempted’ to deliver my parcel (you didn’t I’ve literally been sat in the room next to the front door I’m not deaf) I ordered it next day evening delivery for a reason not just for fun 🙃,"I'm so sorry for the inconvenience, clambie! We'd like to look further into this for you and see what options are available. Please reach out to us here: ^WJ",order_status,order_status,auto_handle
2852206,"Not impressed or recommending this Xmas. First parcel supposedly left with a neighbour, even though I was home and that neighbour wasn’t. Then the replacement arrived with the box open, no invoice and items missing??",I'm sorry for the trouble with your orders. We want to make sure this is addressed and go over your options. Please contact us here: ^CO,order_status,order_status,auto_handle
390426,Delivery attempted today but not delivered,Has the delivery date been missed? ^HA,order_status,order_status,auto_handle
2400342,I have already done that but still no sign of my package .,We're following up on this. We'll update you soon. ^SG,order_status,order_status,auto_handle
1313868,Need some help around here about an order passed on it would be nice that you check you messages!,"Hello, we already answer to your french post, please take a look.^FT",order_status,order_status,auto_handle
485247,.in my order no is 406-6647818-6029945 can u say me the status of my refund amount ?,"As we're on Twitter, we won't be able to check it, however, you may do so via Also, please don't provide your details, as we consider it to be personal info. Our Twitter page is visible to the public. Keep us posted for any further query. ^AM",order_status,order_status,escalate
264466,"I would happily leave feedback for the packaging but this order isn't eligible, probably because it wasn't placed in the last 60 days.",Please reach out to us here so we can forward on your feedback: ^ES,order_status,order_status,auto_handle
2541063,"Just wanted to thank you for exceptional delivery service today. Lady delivering in HD4, Huddersfield, went above and beyond to deliver parcels when the road was shut. It’s a long walk!",Delighted to hear you received your parcels!! Enjoy😁. - Conor,order_status,order_status,auto_handle
722117,Dear I'm very disappointed that my package wasn't on time i was really counting on it.,I'm sorry your order hasn't arrived! What's the current tracking and carrier shown here: ^AG,order_status,order_status,auto_handle
785770,Hi i ordered on toy on 28th and still waiting for its delivery !,Sorry for the trouble. Did we happen to miss the estimated delivery date on the order here: ^AB,order_status,order_status,auto_handle
1394691,USPS. Y'all need to contact them and find out where my order is,Reach out to us here: so we can assist you in getting in touch with USPS! ^AH,order_status,order_status,auto_handle
436380,Thanks.SERIOUSLY Waiting For What Action Amazon Take that irresponsible Delivery Agent?Amazon N01.So U give best customer Services,We'll ensure to close your issue at the earliest. We value your time. ^CB,order_status,order_status,auto_handle
1715332,1.Purchased honor 6x 2 days back fr 13999 and deliverd yesterday being a prime member i opted foe next day delivery today as i see the price,result in fluctuations in our prices over time. For more info please check here: 3/3 ^KA,order_status,order_status,auto_handle
1097354,Talked to three reps today. All different answers nothing officially resolved. I’ve had to call w/ nearly every order. Go back to ups fedex,Thanks for clarifying Jess. Please forward your details - we'd like to investigate further. ^TP,order_status,order_status,auto_handle
646776,I have an delivery today coming from the AMZL US carrier. What are the chances of ACTUALLY receiving it at all?.... slim to none... I have no confidence at this point. #Prime,Keep us updated on your order. We want to make sure you get it. ^VS,order_status,order_status,auto_handle
385415,Why offer tracking info when delivery persons update false tracking info?Expensive headphones we paid for 1/2,We've responded to you here : Kindly check and share your details. We'll reach out to you soon. ^AS,order_status,order_status,auto_handle
210338,order no 405-3129805-1022740 . its already been returned . i dont want the product . please initiate the refund,We'll surely help you out Kishore. Kindly reach out to our support team here: (1/2)^AP,order_status,order_status,escalate
2230340,Hi I am confused why this product offers free delivery but then when you get to check out the only option you are given is free delivery with amazon prime? but it doesn't advertise that you have to choose amazon prime to have the free delivery? false advertising!,"Hello, can I ask are you seeing a ""Free Delivery"" option above the ""Standard delivery"" option please? Thanks ^GA",order_status,order_status,auto_handle
763614,I have been ordering from you for years. Now I order something that was supposed to be delivered TODAY!,Thanks for reaching out to us! We strive to deliver packages by the date given in the confirmation e-mail. Have we missed that? ^TK,order_status,order_status,auto_handle
542183,Appreciate the response -I’ve just noticed it does say Sat. It thankfully arrived on time before my event but I did buy Prime for the convenience of next day delivery which this sadly wasn’t,I understand your frustration! We're available to assist. Let us know if we can be of help with any other issues. ^SJ,order_status,order_status,auto_handle
2795406,"My notification today didn't include a picture. And, the package wasn't on my porch when I went outside to get it. :(","I'm sorry you haven't received your order yet! We recommend taking a look over these tips: If you still can't find it, please let us know which carrier is shown under tracking details here: ^MB",order_status,order_status,auto_handle
466620,"Dear Amazon I ordered seeds of Wisteria plant and paid Rs 1200.00 for that. The seller cheated me , after growing seeds came to know that the plants are not of Wisteria. I brought it in your notice but you did nothing. How could such fraudulent sellers flourish with your support","Sorry for the experience you had with your product. However, we always ensure to deliver the right and correct products to the customers. If you've any concerns, please reach out to our support team here: and we'll assist you. ^HS",order_status,order_status,escalate
497340,Quisiera consultar el porque de la modificación de la fecha de entrega de un paquete que me tendria que haber llegado hoy y aún no lo tengo.,"Hola Soun, lamentamos el retraso en la entrega de tu paquete. ¿Has contactado con el transportista para conocer el motivo del retraso? En el siguiente enlace podras encontrar mas informacion sobre como ponerte en contacto con ellos: ^RC",other,other,auto_handle
1310961,Is it mandatory to tweet to be eligible for #AmazonPayQuiz or other competitions?,"Yes, it is mandatory. ^HR",other,other,auto_handle
521655,What about for devices purchased in US ☹️,Have you followed the steps previously explained to enable this language option? ^RR,other,other,auto_handle
740388,"Oui mais pour ça je dois me connecter or vous avez supprimé mon mot de passe car quelqu'un a essayé de se connecter sur mon compte, merci","Une fois la panne est réglée, vous allez récupérer accès à votre compte. ^AR",other,other,auto_handle
2625965,. this is a stupid amount of plastic packaging. Please try using smaller boxes maybe?! And recycled rather than 'recyclable'?,Thank you for reaching out! Please provide packaging feedback for improvement here: ^NN,other,other,auto_handle
2276526,Why is Amazonhelp silent on the pending results of numerous contests at amazon.in. Is it just to harass Indians.,We are working on this at the moment. The winners will be announced on our page once we have an update. ^MP,other,other,auto_handle
279930,worst app ever seen very poor customer service still no one taking responsibilty to solve the issue. pleaae better to discountinue app or customer servise if u think not solve customer issue or even laugh on customer complaint during the call...,Apologies for the ordeal Mukesh. Please share your details here: and I'll get back to you. ^HN,other,other,escalate
1329526,no and the shit keeps happening,I'd like to have a team member from support verify your payment information with you in real-time: ^WM,other,other,auto_handle
124092,Pelo menos comprei 4 livros 😍,"Olá, Igor! Conte para nós, quais livros você comprou?. 🤔📚 ^NB",other,other,auto_handle
1261176,why I am unable to connect customer care since evening..facing some serious issues..,Apologies for any inconvenience. Could you please let us know the error your are facing ? ^AS,other,other,escalate
176448,Matter what I think because it’s a policy and she “doesn’t expect me to understand”. If one of my agents talked to a customer like that it would be corrective action for customer mistreatment. I have much higher expectations from a member of leadership,"You were informed correctly, we do not price match. That does not excuse poor customer service. The quickest way to submit your feedback, is to answer the survey. It's located at the bottom of the e-mail sent after your conversation. Let us know how it goes! ^DA",other,other,auto_handle
1980558,Solo recibo un sms de una central al que no se puede responder. La empresa me aseguró que lo recibiría esta tarde y nada,"Entiendo, ¿el pedido era gestionado por Amazon o por un vendedor independiente? ^KS",other,other,auto_handle
1894095,You guys didn't do what you promised last time we did a Twitter conversation ... Hope to get justice this time,Could you please let us know more about what went wrong? We'll definitely look into it. ^PS,other,other,auto_handle
972771,Simply you people can say sorry. I can't share you how much damage happend to me in this regard in all the respect,We're working on your issue and we'll get in touch with an update shortly. Appreciate your patience. ^SQ,other,other,auto_handle
1387216,Thanks for the info. Got invitation for echo device purchase but link didnt work. Could you pls check and resend the invite : __email__,"Please don't provide your email details, as we consider it to be personal information. Our Twitter page is visible to the public. 2/2 ^PS",other,other,auto_handle
507155,I feel betrayed I brought the Little Mix glory days Platinum Edition for the documentary and didn’t get it 😬 is there anything I can do ? I just wanna watch the documentary,I'm sorry it's missing from the order! We can look into this with you so please reach out to us here: ^DD,other,other,auto_handle
1822313,“Hazardous materials irregularity?” This has SKIN &amp; BEAUTY samples... What happened to the products? Are the PRODUCTS hazardous? Why is selling &amp; shipping it at all? Women's Skin &amp; Hair Care Samples,"Hi, sorry to hear of the issue with you order. Have you received am email with any info regarding the issue with this item?^ES",other,other,auto_handle
280937,They have asked to contact you,team here: we'll get back to you soon. (2/2)^AP,other,other,auto_handle
2124865,The best part of kindle was the fact that it would open right where we leave! I was half way through option B some months back and now it opens from page 1 😰 what went wrong,"I understand your concern, please get in touch with our support team here: so that we can assist you. ^MN",other,other,auto_handle
2609897,agora só falta vender DVDs porque quero comprar junto com os livros! ♥,"Olá Jackeline, estamos sempre planejando novidades para surpreender você! conta para gente, quais livros você gostaria de comprar? ❤️ ^AZ",other,other,auto_handle
2879552,Is there any update ?,Could you please confirm whether you have shared your details through the link provided to you earlier? ^MD,other,other,auto_handle
164933,"Dear , Your app needs some work.","We're here to help if we can, Steve! Will you tell us more about what's going on? Please don't include personal or account specific information. ^CS",other,other,auto_handle
183709,Still my money not received,We would like to help you. Please share your details with us here: We'll get in touch shortly. ^CB,other,other,auto_handle
2118922,I got a update saying Redmi 4A sale on 26th October at 12pm but now I can't see it!?,You can find the details regarding the sale here: ^SY,other,other,auto_handle
2403924,Si oggi.Vivoa Napoli.La spedizione è partita ieri da Piacenza e alle 06:48 stamane era a Napoli...,"Grazie del riscontro, Valeria! I nostri corrieri consegnano sino alle 18.30, clicca qui: maggiori informazioni. Tienici aggiornati! ^VE",other,other,auto_handle
1486653,Been a customer for 20 years. So disappointed with how the quality of service has decreased. No desire to make customers happy.,That's not what we like to hear! Can you tell us what's going on without sharing personal/account information? ^EZ,product_complaint,product_complaint,auto_handle
2901018,So I decided to shop for the first time.....yeah I’ll never make that mistake ever again I’ll continue to buy my bed linens the quality is unmatched #amazonisnogood,I'm sorry for the troubling experience you've had; could you provide us with a few details about the issue without providing account information? ^WM,product_complaint,product_complaint,auto_handle
2110287,"The routines option is not working, whatever phrase I enter, the app tells me Alexa cant do that. Even the phrases that are the examples","Hi, sorry to hear that. Have you tried the troubleshooting steps from this page: ^JJ",product_complaint,product_complaint,auto_handle
1841517,"u r literally THE WORST! I’ve called 2x about my broken fire stick, been disconnected 2x while being transferred multiple times",I'm sorry for the frustration! Our team would like to take a closer look at this for you here: ^AD,product_complaint,product_complaint,escalate
2386045,My (dot) just stopped playing music but the rest in the group continued (it's the one I started playback on too!)😳 ?,Hey Robert. Have you tried restarting the device&gt; Check out here - Keep us posted ^TP,product_complaint,product_complaint,auto_handle
136825,"Howdy! I have a TV with Amazon video app. Quality frequently drops when watching, but this doesn't happen with any other streaming service app on it. Any ideas on how to resolve? Not a bandwidth issue on this side, Amazon Video works well on PS3.",I'm sorry for the trouble. Have you tried to delete the app and reinstall it? ^CO,product_complaint,product_complaint,escalate
1890565,any relorted bugs with whispersync on iOS11? Mine not working between iphone 7 &amp; 8Pad Air 2.,"Hi, can you reach out to us directly via the following link and we can look into that for you?: ^KI",product_complaint,product_complaint,auto_handle
2871570,My Kindle Fire is defective,"I'm sorry to hear you're having issues with your device. To help us assist properly, please clarify exactly what you are experiencing with your Kindle. ^SG",product_complaint,product_complaint,auto_handle
1641396,used to have the best cutomser service and now I'd rather somersault through broken glass than have to call them. 🙄🤷🏽‍♀️,"I'm sorry you had a poor experience with us! Without providing personal info, can you tell us more about the problem?^AR",product_complaint,product_complaint,auto_handle
124123,is not working using my amazon fire stick and reaching for tech support is not an option. How disrespectful to subscribers.,"Hi, sorry to hear that. Are you getting any error messages? ^JJ",product_complaint,product_complaint,auto_handle
565838,I’ve bought some things from over the years. Tried to buy a dishwasher from 2 dishwashers both damaged on arrival. 5euro gesture of goodwill a bit lame 😒,I am sorry that you have made this experience. Have you already get an undamaged one? Kind regards ^NW,product_complaint,product_complaint,auto_handle
